code,name,latitude,longitude,yearid
5005,St-Charles / St-Sylvestre,45.536408,-73.512776,2014
6304,Rockland / Lajoie,45.515617,-73.614991,2014
6343,Marquette / Villeray,45.550737147405385,-73.61522197723389,2014
6700,de la Salle / Ste-Catherine,45.550056,-73.534576,2014
6427,Rushbrooke /  Caisse,45.47069642604657,-73.56542240828277,2014
6245,Bloomfield / Van Horne,45.522585799999995,-73.61265779,2014
6356,Monkland / Girouard,45.4771,-73.6212,2014
6098,Bishop / Ste-Catherine,45.49642,-73.57616,2014
6125,Ellendale / Côte-des-Neiges,45.499757,-73.62929799999999,2014
6426,Willibrord / Verdun,45.459707,-73.571438,2014
6379,Bannantyne / de l'Église,45.463257,-73.575621,2014
6354,Marcil / Sherbrooke,45.471743,-73.613924,2014
6312,de Kent / de la Côte-des-Neiges,45.501302,-73.633161,2014
6115,Benny / Monkland,45.466965,-73.631664,2014
6425,Ross / de l'Église,45.462742,-73.565845,2014
6423,Hôpital général juif,45.496302,-73.62982199999999,2014
6363,Côte St-Antoine / Royal,45.4688,-73.6198,2014
6713,30e avenue / St-Zotique,45.56822507,-73.57943594,2014
6726,Hamel / Sauvé,45.560742,-73.65041,2014
6416,Notre-Dame-de-Grâce / Décarie,45.477313,-73.61532700000001,2014
6725,Métro Monk (Allard / Beaulieu),45.45085122,-73.5940272,2014
6706,Beatty / Verdun,45.450837,-73.572446,2014
6420,Trans Island / Queen-Mary,45.484489,-73.628834,2014
6331,Guizot / St-Denis,45.543376,-73.632267,2014
6241,Querbes / Laurier,45.517459023340024,-73.59792709350586,2014
6401,des Seigneurs / Notre-Dame,45.487692701413145,-73.56903970241545,2014
6004,Hôtel-de-Ville (du Champs-de-Mars / Gosford),45.509228519662216,-73.55446994304656,2014
6717,de Kent / Victoria,45.494805,-73.638772,2014
6704,19e avenue / St-Zotique,45.561594,-73.585643,2014
6006,18e avenue / Rosemont,45.55789545752947,-73.5765291005373,2014
6341,Regina / Verdun,45.467369,-73.570769,2014
6052,De la Commune / King,45.4980302,-73.55266482,2014
6330,de Gaspé / Jarry,45.540627,-73.630089,2014
6089,St-Jacques / Guy,45.491414731039754,-73.56995498790639,2014
6727,de Montmorency / Richardson,45.48489566038642,-73.56011867523193,2014
5003,Place Longueuil,45.5294,-73.5178,2014
6738,Union / René-Lévesque,45.50233,-73.566497,2014
6130,Sherbrooke / Frontenac,45.5367,-73.56081,2014
6406,Marché Atwater,45.480208228000144,-73.57759863138199,2014
6391,Aylwin / Ontario,45.544136,-73.545609,2014
6023,de la Commune / Berri,45.51086,-73.54983,2014
6346,Nicolet / Ste-Catherine,45.54459352523215,-73.53779464960098,2014
6026,de la Commune / Place Jacques-Cartier,45.5076289,-73.55187625,2014
6081,St-Alexandre / Ste-Catherine,45.50537693,-73.56761949999999,2014
6429,Place du Commerce,45.46714,-73.54259,2014
6017,Square Ahmerst / Wolfe,45.52106924,-73.5637571,2014
6159,Ann / William,45.49589439175492,-73.5600972175598,2014
6388,d'Orléans / Hochelaga,45.550668,-73.549502,2014
6161,Cartier / St-Joseph,45.535759999999996,-73.57866999999999,2014
6739,de Repentigny / Sherbrooke,45.58077,-73.54476600000001,2014
6070,Milton / Université,45.5064484,-73.57634872,2014
6097,Towers / Ste-Catherine,45.492504,-73.581088,2014
6204,Milton / Durocher,45.5081439,-73.57477158,2014
6139,des Érables / Gauthier,45.53240768,-73.56477629999999,2014
6160,Garnier / St-Joseph,45.53297745535149,-73.58122229576111,2014
6370,d'Orléans / Masson,45.557192,-73.569847,2014
6177,St-Hubert / Rachel,45.5235066,-73.57641309,2014
6158,Gilford / Brébeuf,45.53073,-73.58153,2014
6156,Marie-Anne / de la Roche,45.52773841379083,-73.5762494802475,2014
6151,des Érables / du Mont-Royal,45.53565,-73.57172,2014
6170,de Mentana / Laurier,45.530046,-73.58677,2014
6328,Drolet / Villeray,45.54015386355122,-73.62353146076201,2014
6232,Hutchison / Van Horne,45.52502122921278,-73.61073732376099,2014
6199,Clark / St-Viateur,45.52517156097331,-73.59937548637392,2014
6095,Chomedey / de Maisonneuve,45.4917542,-73.58397156,2014
6162,Fullum / St-Joseph,45.5398326,-73.57555881,2014
6217,Vallières / St-Dominique,45.519396014642325,-73.58322681808205,2014
6079,Hutchison/ Prince-Arthur,45.509864,-73.576105,2014
6102,Lincoln / du Fort,45.493034,-73.583836,2014
6220,Laval / Duluth,45.519236909647724,-73.57721507549286,2014
6187,Resther / du Mont-Royal,45.525643224264485,-73.58174800872803,2014
6228,Waverly / Van Horne,45.527363,-73.607723,2014
6225,Villeneuve / St-Urbain,45.520188,-73.590559,2014
6702,Chauveau / de l'Assomption,45.569789,-73.54808100000001,2014
6230,Waverly / St-Viateur,45.52402527115221,-73.6004215478897,2014
6384,Darling / Sherbrooke,45.545425,-73.556527,2014
6150,Messier / du Mont-Royal,45.53711414,-73.5710031,2014
6123,Alexandre-de-Sève / la Fontaine,45.523216999999995,-73.558187,2014
6255,Boyer / St-Zotique,45.53848,-73.60556,2014
6116,Plessis / Ontario,45.523584,-73.560941,2014
6143,Rachel / Brébeuf,45.52689,-73.57264,2014
6254,Boyer / Bélanger,45.54006,-73.60897,2014
6243,Bloomfield / Bernard,45.52068774,-73.60842790000001,2014
6188,Mentana / Marie-Anne,45.525983000000004,-73.57780799999999,2014
6905,Parc Rosemont (Dandurand / d'Iberville),45.544377000000004,-73.581018,2014
6387,Métro Joliette  (Joliette / Hochelaga),45.547179,-73.551739,2014
6910,Boyer / Beaubien,45.537040999999995,-73.602026,2014
6389,Boyer / Jean-Talon,45.541484000000004,-73.612441,2014
6338,Boyer / Jarry,45.547283,-73.625377,2014
6237,de Lanaudière / Gilford,45.532013,-73.580541,2014
6907,Boyer / Rosemont,45.534136,-73.595478,2014
